Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,SEO Title,SEO Description,Status
juice-extractor-sc-y4401,juice extractor,"<p>juice extractor for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,SC-Y4401,48,6626,,TRUE,FALSE,,juice extractor in Pakistan | Pak Home Essentials,"Buy juice extractor in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
juice-extractor-hy-2937,juice extractor,"<p>juice extractor for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,HY-2937,60,4353,,TRUE,FALSE,,juice extractor in Pakistan | Pak Home Essentials,"Buy juice extractor in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
electric-rice-cooker-hy-2205,electric rice cooker,"<p>electric rice cooker for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,HY-2205,3,8812,,TRUE,FALSE,,electric rice cooker in Pakistan | Pak Home Essentials,"Buy electric rice cooker in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
electric-pressure-cooker-sc-s6817,electric pressure cooker,"<p>electric pressure cooker for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,SC-S6817,52,17241,,TRUE,FALSE,,electric pressure cooker in Pakistan | Pak Home Essentials,"Buy electric pressure cooker in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
food-processor-he-133,food processor,"<p>food processor for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,HE-133,48,1732,,TRUE,FALSE,,food processor in Pakistan | Pak Home Essentials,"Buy food processor in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
electric-griddle-sc-558g,electric griddle,"<p>electric griddle for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,SC-558G,50,3257,,TRUE,FALSE,,electric griddle in Pakistan | Pak Home Essentials,"Buy electric griddle in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
electric-water-kettle-sc-20a,electric water kettle,"<p>electric water kettle for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,SC-20A,48,1283,,TRUE,FALSE,,electric water kettle in Pakistan | Pak Home Essentials,"Buy electric water kettle in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
electric-water-kettle-sc-168gk,electric water kettle,"<p>electric water kettle for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,SC-168GK,48,2040,,TRUE,FALSE,,electric water kettle in Pakistan | Pak Home Essentials,"Buy electric water kettle in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
haley-vaccum-cleaner,haley vaccum cleaner,"<p>haley vaccum cleaner for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-001,0,7500,,TRUE,FALSE,,haley vaccum cleaner in Pakistan | Pak Home Essentials,"Buy haley vaccum cleaner in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
haley-vaccum-cleaner-single-brush,haley vaccum cleaner single brush,"<p>haley vaccum cleaner single brush for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-002,0,56999,,TRUE,FALSE,,haley vaccum cleaner single brush in Pakistan | Pak Home Essentials,"Buy haley vaccum cleaner single brush in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
haley-vaccum-cleaner-double-brush,haley vaccum cleaner double brush,"<p>haley vaccum cleaner double brush for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-003,0,86999,,TRUE,FALSE,,haley vaccum cleaner double brush in Pakistan | Pak Home Essentials,"Buy haley vaccum cleaner double brush in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
intelegent-robot-cleaner,intelegent robot cleaner,"<p>intelegent robot cleaner for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Power Tools,"tools-hardware, power-tools, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-004,0,46999,,TRUE,FALSE,,intelegent robot cleaner in Pakistan | Pak Home Essentials,"Buy intelegent robot cleaner in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
coffee-maker-auto,coffee maker auto,"<p>coffee maker auto for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-005,0,8500,,TRUE,FALSE,,coffee maker auto in Pakistan | Pak Home Essentials,"Buy coffee maker auto in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
turkish-coffee-pot,turkish coffee pot,"<p>turkish coffee pot for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-006,0,3399,,TRUE,FALSE,,turkish coffee pot in Pakistan | Pak Home Essentials,"Buy turkish coffee pot in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
speaker-bluetooth,speaker bluetooth,"<p>speaker bluetooth for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-007,0,1699,,TRUE,FALSE,,speaker bluetooth in Pakistan | Pak Home Essentials,"Buy speaker bluetooth in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
steam-iron,steam iron,"<p>steam iron for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Hardware > Tools,Tools & Hardware,"tools-hardware, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-008,0,2699,,TRUE,FALSE,,steam iron in Pakistan | Pak Home Essentials,"Buy steam iron in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
electric-pressure-cooker,electric pressure cooker,"<p>electric pressure cooker for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-009,0,19599,,TRUE,FALSE,,electric pressure cooker in Pakistan | Pak Home Essentials,"Buy electric pressure cooker in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
kitchen-scale,kitchen scale,"<p>kitchen scale for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-010,0,1199,,TRUE,FALSE,,kitchen scale in Pakistan | Pak Home Essentials,"Buy kitchen scale in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
meat-mincer,meat mincer,"<p>meat mincer for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-011,0,12500,,TRUE,FALSE,,meat mincer in Pakistan | Pak Home Essentials,"Buy meat mincer in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
meat-mincer-2,meat mincer,"<p>meat mincer for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-012,0,10500,,TRUE,FALSE,,meat mincer in Pakistan | Pak Home Essentials,"Buy meat mincer in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
electric-rice-cooker,electric rice cooker,"<p>electric rice cooker for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-013,0,10399,,TRUE,FALSE,,electric rice cooker in Pakistan | Pak Home Essentials,"Buy electric rice cooker in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
oven,oven,"<p>oven for practical daily work, home repair, and workshop use in Pakistan.</p><ul><li>Practical tool for household and professional use</li><li>Quality checked before dispatch</li><li>Cash on Delivery available where supported</li><li>Suitable for daily maintenance and repair tasks</li></ul>",Pak Home Essentials,Home & Garden > Kitchen & Dining,Kitchen Appliances,"kitchen-appliances, cod-available, quality-checked, pakistan, daily-use, first-batch, new-arrivals",TRUE,Title,Default Title,PHE-TH-014,0,15500,,TRUE,FALSE,,oven in Pakistan | Pak Home Essentials,"Buy oven in Pakistan. Practical, quality checked tools with COD support and reliable daily use value.",active
